muestra,t,M 5A,DUT 30A,
8,3733,6.492,267.765,
9,4269,5.273,267.282,
10,4800,6.152,238.764,
11,5331,4.810,298.398,
12,5865,5.357,173.891,
13,6395,5.228,312.599,
14,6935,4.835,167.404,
15,7470,6.361,313.137,
16,8002,5.035,212.660,
17,8533,6.189,291.477,
18,9067,4.810,254.702,
19,9634,5.513,329.310,
20,10166,5.390,208.506,
21,10699,5.876,293.270,
22,11231,4.735,251.282,
23,11764,5.658,261.261,
24,12295,6.027,295.984,
25,12827,6.417,144.310,
26,13358,4.872,139.937,
27,13890,5.124,138.566,
28,14421,5.861,138.613,
muestra,t,M 5A,DUT 30A,
2,537,6.903,134.921,
3,1069,5.228,159.948,
4,1600,5.239,314.906,
5,2132,4.741,191.044,
6,2663,5.296,307.915,
7,3200,6.431,238.407,
8,3731,5.323,243.742,
9,4265,5.914,286.170,
10,4795,5.414,211.943,
11,5329,5.884,332.577,
12,5859,5.211,146.779,
13,6392,5.170,317.459,
14,6924,5.170,227.179,
15,7458,5.884,291.735,
16,7989,6.027,261.842,
17,8522,6.078,247.867,
18,9054,7.175,297.401,
19,9588,5.682,201.930,
20,10119,6.160,313.395,
21,10650,5.861,166.764,
22,11181,5.381,325.215,
23,11713,5.313,222.842,
24,12245,6.189,291.932,
25,12777,5.937,267.226,
26,13309,5.064,138.831,
27,13841,6.116,135.328,
28,14390,5.876,138.449,
29,14924,6.781,134.072,
muestra,t,M 5A,DUT 30A,
2,538,5.937,135.782,
3,1070,6.152,191.711,
4,1601,5.487,440.388,
5,2133,5.959,454.799,
6,2666,5.721,450.049,
7,3198,5.929,413.786,
8,3730,6.261,421.198,
9,4262,5.906,469.197,
10,4794,5.830,470.334,
11,5325,6.189,446.388,
12,5858,5.814,140.515,
13,6388,6.101,140.699,
14,6922,5.989,141.708,
15,7453,5.035,135.948,
muestra,t,M 5A,DUT 30A,
2,538,5.642,136.992,
3,1082,6.261,243.272,
4,1610,5.967,444.142,
5,2143,5.736,452.166,
6,2675,5.868,436.499,
7,3208,4.957,419.828,
8,3740,5.721,434.155,
9,4271,5.768,466.124,
10,4803,5.705,440.476,
11,5335,5.053,436.119,
12,5868,5.650,144.907,
13,6401,4.902,140.954,
14,6933,5.221,138.645,
15,7466,5.538,142.072,
muestra,t,M 5A,DUT 30A,
2,539,5.914,135.893,
3,1071,4.522,195.974,
4,1603,5.330,442.675,
5,2135,5.245,462.639,
6,2667,5.176,461.132,
7,3199,5.830,420.113,
8,3731,5.194,431.800,
9,4263,6.027,465.144,
10,4835,6.318,471.173,
11,5367,6.395,424.858,
12,5901,5.634,141.000,
13,6432,4.939,140.081,
14,6966,5.089,140.952,
15,7497,6.239,139.411,
muestra,t,M 5A,DUT 30A,
2,538,5.610,139.056,
3,1071,5.602,222.324,
4,1603,5.658,443.909,
5,2135,6.086,457.511,
6,2667,7.007,450.847,
7,3199,5.228,420.013,
8,3731,6.275,421.858,
9,4264,6.027,449.150,
10,4795,5.053,456.413,
11,5328,5.513,458.281,
12,5861,5.424,148.080,
13,6393,6.304,144.669,
14,6926,5.424,139.202,
15,7458,5.861,136.779,
muestra,t,M 5A,DUT 30A,
2,539,6.123,137.358,
3,1071,5.381,225.886,
4,1603,5.152,444.546,
5,2136,5.937,512.994,
6,2667,6.189,453.467,
7,3198,5.404,431.936,
8,3730,4.927,458.888,
9,4263,5.814,455.682,
10,4794,5.705,462.478,
11,5327,5.414,438.620,
12,5858,6.332,144.310,
13,6391,5.473,144.550,
14,6923,5.944,140.035,
15,7456,6.239,137.991,
muestra,t,M 5A,DUT 30A,
2,540,5.658,138.004,
3,1072,5.602,226.468,
4,1604,6.501,450.114,
5,2150,4.773,445.924,
6,2681,6.203,455.831,
7,3217,6.042,428.247,
8,3751,5.929,437.283,
9,4281,5.806,455.279,
10,4815,5.279,461.462,
11,5346,5.561,460.585,
12,5879,5.381,145.316,
13,6409,4.798,136.044,
14,6942,6.086,138.262,
15,7473,5.626,139.149,
muestra,t,M 5A,DUT 30A,
2,537,5.838,139.596,
3,1070,5.414,228.607,
4,1602,5.634,452.043,
5,2136,5.952,446.664,
6,2667,5.861,464.036,
7,3200,5.658,428.784,
8,3731,5.414,418.028,
9,4264,6.275,455.063,
10,4795,5.414,483.253,
11,5328,5.252,479.672,
12,5859,7.369,147.439,
13,6396,5.891,141.364,
14,6928,4.927,139.729,
15,7460,5.364,142.505,
muestra,t,M 5A,DUT 30A,
2,540,5.713,137.264,
3,1071,5.245,214.750,
4,1603,6.981,439.269,
5,2135,6.290,448.486,
6,2667,5.561,448.349,
7,3199,5.845,416.833,
8,3731,5.545,424.535,
9,4263,4.872,444.273,
10,4796,5.407,458.863,
11,5328,5.000,476.114,
12,5861,6.210,146.304,
13,6427,6.218,139.474,
14,6959,5.082,136.367,
15,7492,5.545,137.440,
muestra,t,M 5A,DUT 30A,
2,539,5.561,141.913,
3,1071,4.884,214.625,
4,1608,6.501,454.608,
5,2139,4.665,446.026,
6,2671,6.094,470.271,
7,3201,4.981,429.085,
8,3735,6.116,427.491,
9,4264,7.054,464.543,
10,4799,5.296,467.566,
11,5329,6.101,441.012,
12,5863,6.310,144.550,
13,6394,5.705,140.906,
14,6926,6.116,143.500,
15,7458,5.578,139.474,
muestra,t,M 5A,DUT 30A,
2,537,5.159,135.972,
3,1072,5.876,197.981,
4,1602,5.876,453.239,
5,2135,5.496,447.930,
6,2666,5.545,448.147,
7,3214,5.698,419.743,
8,3745,4.975,429.039,
9,4278,5.513,478.555,
10,4815,4.741,473.127,
11,5348,6.261,453.952,
12,5879,5.141,143.838,
13,6411,5.760,145.707,
14,6944,5.279,137.887,
15,7476,6.064,141.183,
muestra,t,M 5A,DUT 30A,
2,538,5.561,136.067,
3,1071,4.939,211.336,
4,1603,5.814,443.157,
5,2137,5.323,448.278,
6,2669,6.057,458.704,
7,3202,5.440,416.027,
8,3733,5.536,423.315,
9,4266,5.807,467.837,
10,4799,5.279,450.560,
11,5331,5.431,462.415,
12,5862,6.445,148.641,
13,6394,6.247,139.590,
14,6926,5.642,140.745,
15,7457,5.845,139.219,
muestra,t,M 5A,DUT 30A,
2,537,5.364,134.127,
3,1070,6.123,226.710,
4,1602,5.513,438.731,
5,2135,5.610,447.503,
6,2666,6.290,453.588,
7,3199,5.262,432.317,
8,3731,5.256,432.771,
9,4264,5.431,470.410,
10,4797,5.457,469.676,
11,5330,5.783,438.524,
12,5863,5.760,142.955,
13,6395,5.689,138.356,
14,6926,5.440,138.970,
15,7460,6.290,136.614,
muestra,t,M 5A,DUT 30A,
2,540,5.642,135.328,
3,1070,5.760,240.019,
4,1604,5.922,433.812,
5,2135,6.723,448.883,
6,2669,5.480,462.464,
7,3206,6.282,419.412,
8,3738,6.101,455.845,
9,4271,5.698,455.600,
10,4804,5.578,452.130,
11,5336,5.845,448.681,
12,5868,5.194,144.534,
13,6399,5.071,138.004,
14,6931,4.945,136.968,
15,7497,5.814,139.775,
muestra,t,M 5A,DUT 30A,
2,542,5.906,136.335,
3,1073,4.340,223.049,
4,1605,5.982,440.997,
5,2138,6.772,453.909,
6,2685,5.768,439.703,
7,3219,5.313,429.598,
8,3752,4.872,430.426,
9,4282,6.020,449.569,
10,4815,5.906,459.677,
11,5348,5.666,457.164,
12,5880,5.414,145.138,
13,6416,5.323,142.026,
14,6950,5.752,143.703,
15,7480,5.997,143.996,
muestra,t,M 5A,DUT 30A,
2,537,6.093,140.058,
3,1071,6.776,228.384,
4,1603,5.698,444.270,
5,2137,6.501,458.012,
6,2667,5.610,448.428,
7,3199,5.552,420.214,
8,3730,5.876,433.110,
9,4264,4.927,469.880,
10,4794,5.414,461.448,
11,5328,6.431,445.989,
12,5858,5.262,143.906,
13,6393,5.489,141.434,
14,6923,6.160,138.799,
15,7458,6.123,139.365,
muestra,t,M 5A,DUT 30A,
2,540,6.347,138.145,
3,1071,4.884,225.611,
4,1609,6.174,444.397,
5,2143,5.506,446.785,
6,2674,5.337,463.739,
7,3206,5.347,430.426,
8,3738,5.891,447.127,
9,4271,5.578,477.736,
10,4803,6.275,470.499,
11,5336,5.064,421.041,
12,5869,6.027,146.470,
13,6401,6.239,140.633,
14,6933,6.232,142.845,
15,7465,6.160,141.089,
muestra,t,M 5A,DUT 30A,
2,539,6.072,137.864,
3,1070,5.397,225.240,
4,1603,6.403,442.207,
5,2134,5.545,456.930,
6,2667,5.736,446.982,
7,3197,5.914,434.057,
8,3732,5.152,430.107,
9,4263,5.228,461.617,
10,4801,6.101,459.740,
11,5332,4.945,438.103,
12,5864,5.113,145.926,
13,6395,5.414,140.330,
14,6929,5.473,142.231,
15,7460,5.610,139.381,
muestra,t,M 5A,DUT 30A,
2,538,5.414,133.982,
3,1071,4.866,235.757,
4,1602,6.403,449.214,
5,2134,6.275,458.436,
6,2666,5.431,445.553,
7,3224,5.364,429.161,
8,3766,6.086,451.608,
9,4299,5.561,471.709,
10,4831,5.814,462.156,
11,5364,5.561,431.072,
12,5896,5.554,144.729,
13,6428,4.760,143.365,
14,6960,5.390,138.085,
15,7493,5.414,138.426,
muestra,t,M 5A,DUT 30A,
2,540,5.135,138.435,
3,1105,5.830,268.398,
4,1638,5.838,448.761,
5,2171,5.721,434.341,
6,2701,5.471,440.586,
7,3234,4.963,424.100,
8,3766,5.017,431.260,
9,4299,5.752,454.458,
10,4830,5.404,449.786,
11,5362,5.431,452.008,
12,5894,6.137,146.634,
13,6428,5.323,138.924,
14,6959,5.891,139.056,
15,7493,5.929,138.691,
muestra,t,M 5A,DUT 30A,
2,539,6.064,137.569,
3,1072,5.698,203.839,
4,1603,5.626,441.269,
5,2135,5.017,460.184,
6,2667,5.952,443.529,
7,3204,5.447,425.799,
8,3736,5.658,435.978,
9,4268,5.705,447.135,
10,4801,6.651,464.378,
11,5332,5.814,463.380,
12,5865,5.464,145.450,
13,6396,6.101,141.433,
14,6928,5.721,139.149,
15,7459,6.057,137.605,
muestra,t,M 5A,DUT 30A,
2,538,6.514,139.706,
3,1070,5.845,215.772,
4,1601,5.876,438.037,
5,2134,4.927,435.859,
6,2665,6.072,451.586,
7,3198,6.304,411.637,
8,3729,5.397,418.298,
9,4262,5.017,449.395,
10,4794,6.019,475.646,
11,5327,5.967,466.790,
12,5865,5.745,147.600,
13,6396,5.752,137.934,
14,6929,5.204,136.675,
15,7459,5.513,136.163,
muestra,t,M 5A,DUT 30A,
2,546,5.579,135.838,
3,1087,5.273,219.871,
4,1627,5.783,428.580,
5,2166,6.247,450.660,
6,2698,5.594,450.128,
7,3229,5.736,427.672,
8,3761,6.116,437.586,
9,4293,5.545,471.942,
10,4826,6.389,472.140,
11,5359,6.397,431.823,
12,5892,5.745,143.294,
13,6423,6.290,141.958,
14,6955,6.232,138.215,
15,7486,5.658,138.869,
muestra,t,M 5A,DUT 30A,
2,541,4.754,142.049,
3,1091,5.440,236.891,
4,1622,5.374,436.573,
5,2155,6.361,444.025,
6,2684,4.963,444.819,
7,3218,6.027,431.530,
8,3748,5.752,424.985,
9,4283,6.019,454.366,
10,4813,5.089,477.112,
11,5348,5.959,451.371,
12,5878,5.141,142.731,
13,6411,5.959,140.908,
14,6942,5.594,138.075,
15,7475,5.390,138.458,
muestra,t,M 5A,DUT 30A,
2,540,4.620,136.958,
3,1073,4.748,218.251,
4,1606,5.141,449.186,
5,2136,5.578,458.104,
6,2704,5.381,444.499,
7,3235,4.697,421.332,
8,3768,5.845,435.398,
9,4305,4.902,464.047,
10,4836,5.060,472.062,
11,5368,5.845,427.854,
12,5901,5.290,143.968,
13,6432,5.035,138.846,
14,6963,5.610,137.605,
15,7495,5.194,138.168,
muestra,t,M 5A,DUT 30A,
2,539,6.642,139.573,
3,1070,4.561,207.932,
4,1604,5.489,450.168,
5,2135,5.194,455.241,
6,2667,5.323,449.371,
7,3201,4.829,424.097,
8,3733,6.763,421.792,
9,4265,4.963,457.263,
10,4797,5.776,444.321,
11,5330,4.993,440.885,
12,5862,6.789,144.550,
13,6394,5.480,134.873,
14,6925,6.116,140.053,
15,7461,6.423,135.011,
muestra,t,M 5A,DUT 30A,
2,537,5.100,135.679,
3,1070,4.909,233.385,
4,1602,5.307,446.908,
5,2135,5.071,472.086,
6,2666,6.829,497.930,
7,3200,5.279,420.152,
8,3730,5.922,452.073,
9,4264,5.705,463.855,
10,4795,4.981,458.683,
11,5329,6.656,430.002,
12,5861,5.791,148.102,
13,6395,5.457,145.552,
14,6926,5.489,139.689,
15,7461,4.993,142.231,
muestra,t,M 5A,DUT 30A,
2,541,5.390,135.608,
3,1071,4.482,212.265,
4,1606,5.899,435.025,
5,2137,5.545,448.760,
6,2675,6.304,459.142,
7,3206,6.072,424.283,
8,3739,5.666,424.995,
9,4271,5.464,455.262,
10,4803,6.310,454.827,
11,5336,5.513,459.445,
12,5868,5.100,144.617,
13,6401,5.473,138.854,
14,6934,5.407,140.977,
15,7466,5.106,138.659,
muestra,t,M 5A,DUT 30A,
2,539,5.053,141.387,
3,1072,5.489,241.213,
4,1604,6.174,438.804,
5,2136,6.239,435.448,
6,2668,5.891,455.710,
7,3201,5.100,431.254,
8,3734,6.445,435.472,
9,4265,5.673,459.367,
10,4798,6.101,456.561,
11,5331,5.838,463.727,
12,5868,5.211,142.913,
13,6399,5.047,141.091,
14,6932,4.854,142.867,
15,7463,5.538,140.977,
muestra,t,M 5A,DUT 30A,
2,539,5.776,139.295,
3,1072,5.473,226.339,
4,1605,4.581,441.515,
5,2137,5.279,456.802,
6,2670,5.340,448.933,
7,3203,5.330,422.203,
8,3733,5.159,428.595,
9,4301,5.768,452.044,
10,4831,6.218,465.798,
11,5364,6.027,436.082,
12,5895,6.034,145.507,
13,6429,5.626,143.184,
14,6960,5.634,140.518,
15,7494,5.822,140.771,
muestra,t,M 5A,DUT 30A,
2,540,4.872,140.330,
3,1076,5.397,232.537,
4,1607,5.937,457.560,
5,2141,5.357,449.422,
6,2672,5.689,456.221,
7,3205,5.323,425.086,
8,3736,6.851,449.085,
9,4269,5.307,468.506,
10,4801,5.381,460.578,
11,5334,4.791,457.693,
12,5866,5.554,143.023,
13,6398,5.618,144.080,
14,6932,5.082,141.935,
15,7467,5.135,141.160,
muestra,t,M 5A,DUT 30A,
2,539,5.745,139.457,
3,1071,4.779,149.813,
4,1601,6.086,221.998,
5,2133,5.689,225.829,
6,2665,5.745,229.301,
7,3197,5.323,225.539,
8,3729,5.698,224.722,
9,4267,4.659,225.195,
10,4799,5.658,226.930,
11,5331,4.993,220.677,
12,5863,5.124,221.239,
13,6395,4.600,224.592,
14,6928,4.872,228.522,
15,7459,6.296,226.781,
16,7992,5.545,226.573,
17,8523,6.239,228.935,
18,9056,5.783,229.624,
19,9586,5.194,230.987,
20,10119,5.906,230.454,
21,10649,4.835,232.941,
22,11182,5.545,229.638,
23,11713,5.089,233.828,
24,12246,5.594,229.243,
25,12775,5.330,226.287,
26,13310,5.256,232.933,
27,13840,5.447,225.154,
28,14375,5.506,231.347,
29,14910,6.431,224.838,
30,15443,6.166,230.242,
31,15975,4.816,230.243,
32,16507,5.273,229.090,
33,17039,5.414,226.830,
34,17572,5.579,225.265,
35,18105,5.768,233.093,
36,18637,5.064,235.716,
37,19169,5.397,231.910,
38,19701,5.440,233.044,
39,20234,5.381,228.833,
40,20766,4.542,229.414,
41,21299,5.868,224.204,
42,21830,5.262,223.379,
43,22363,5.330,231.924,
44,22894,5.106,225.226,
45,23426,5.279,228.380,
46,23957,5.431,211.607,
47,24490,5.838,140.794,
48,25020,5.296,139.520,
49,25570,4.866,131.890,
50,26102,4.340,135.774,
muestra,t,M 5A,DUT 30A,
2,539,4.829,131.915,
3,1071,4.057,145.719,
4,1603,4.957,222.266,
5,2135,4.381,223.555,
6,2701,4.214,219.739,
7,3232,4.496,214.320,
8,3766,5.650,229.160,
9,4296,4.847,226.681,
10,4830,4.993,224.923,
11,5362,5.232,222.358,
12,5896,4.600,229.920,
13,6427,4.659,227.165,
14,6960,4.754,225.310,
15,7491,5.374,229.906,
16,8025,5.506,229.849,
17,8555,5.561,221.662,
18,9088,5.713,226.325,
19,9619,4.957,227.335,
20,10157,5.307,219.871,
21,10689,5.047,220.076,
22,11221,5.307,219.327,
23,11753,5.586,224.377,
24,12286,5.602,226.296,
25,12817,5.397,225.154,
26,13348,4.735,224.951,
27,13882,5.204,232.086,
28,14414,5.563,231.678,
29,14948,5.047,221.072,
30,15480,5.906,229.064,
31,16014,4.866,229.062,
32,16546,5.499,221.124,
33,17079,4.600,218.398,
34,17611,5.064,225.510,
35,18143,5.000,230.257,
36,18675,5.952,225.764,
37,19208,5.390,228.878,
38,19738,4.816,229.694,
39,20276,4.975,224.765,
40,20808,4.476,223.543,
41,21341,5.884,225.224,
42,21872,4.482,228.073,
43,22406,6.093,221.888,
44,22937,5.489,229.414,
45,23470,5.745,224.189,
46,24001,4.921,224.678,
47,24535,5.204,142.910,
48,25064,5.194,139.242,
49,25597,4.645,137.134,
50,26128,5.489,136.083,
muestra,t,M 5A,DUT 30A,
2,537,5.340,134.796,
3,1071,5.111,150.524,
4,1603,5.791,219.209,
5,2135,4.620,218.796,
6,2667,5.170,222.861,
7,3199,4.360,221.203,
8,3731,5.884,221.932,
9,4263,4.975,227.747,
10,4800,4.866,222.745,
11,5331,4.773,221.946,
12,5864,5.100,224.391,
13,6396,5.357,225.152,
14,6929,5.357,221.407,
15,7459,5.106,230.102,
16,7992,5.307,219.783,
17,8524,5.570,225.296,
18,9057,4.921,221.757,
19,9588,4.779,228.918,
20,10121,5.170,225.439,
21,10652,5.340,224.333,
22,11186,4.516,223.816,
23,11719,5.506,221.975,
24,12255,4.902,227.108,
25,12785,4.921,227.250,
26,13317,4.791,229.414,
27,13849,5.323,222.222,
28,14382,5.383,224.262,
29,14915,4.754,220.120,
30,15451,5.239,224.189,
31,15983,4.639,223.439,
32,16516,5.100,225.510,
33,17048,4.600,230.200,
34,17616,4.993,224.261,
35,18149,4.516,224.936,
36,18680,5.768,231.141,
37,19212,5.323,224.261,
38,19745,5.489,231.194,
39,20277,4.791,228.342,
40,20810,5.554,225.739,
41,21342,5.170,224.103,
42,21873,4.981,231.239,
43,22405,5.317,225.608,
44,22939,5.914,224.865,
45,23471,5.232,228.388,
46,24005,4.791,186.884,
47,24538,5.433,136.122,
48,25071,4.561,134.340,
49,25610,6.231,132.307,
50,26141,6.049,132.428,
muestra,t,M 5A,DUT 30A,
2,539,5.989,134.963,
3,1071,6.173,152.796,
4,1603,4.773,217.033,
5,2135,5.204,224.305,
6,2667,4.561,214.580,
7,3199,5.424,218.619,
8,3732,5.249,220.978,
9,4264,4.659,225.453,
10,4796,5.307,226.681,
11,5328,5.424,220.223,
12,5860,4.902,219.680,
13,6392,5.489,227.080,
14,6925,6.085,222.966,
15,7457,5.440,221.859,
16,7988,4.791,223.092,
17,8520,5.106,231.029,
18,9053,5.547,224.621,
19,9586,5.853,221.072,
20,10124,4.293,221.793,
21,10655,4.927,219.033,
22,11187,5.128,224.549,
23,11721,6.520,223.063,
24,12252,5.554,218.855,
25,12784,5.642,222.551,
26,13316,5.417,220.584,
27,13850,4.319,222.426,
28,14382,5.163,224.936,
29,14916,5.489,219.342,
30,15446,4.902,223.685,
31,15979,5.578,225.384,
32,16510,5.047,220.852,
33,17043,5.313,221.896,
34,17574,4.697,225.037,
35,18108,5.100,232.891,
36,18639,5.457,223.165,
37,19173,5.791,219.577,
38,19704,6.166,225.668,
39,20238,5.340,225.582,
40,20774,5.506,225.854,
41,21306,5.807,224.923,
42,21838,4.847,224.837,
43,22372,4.672,224.807,
44,22904,5.029,225.768,
45,23437,5.064,219.592,
46,23969,4.620,154.295,
47,24503,5.417,141.162,
48,25035,4.561,139.873,
49,25569,4.993,140.702,
muestra,t,M 5A,DUT 30A,
2,539,4.866,134.388,
3,1071,4.620,146.149,
4,1604,4.710,219.575,
5,2136,4.921,225.023,
6,2668,5.538,226.824,
7,3200,5.100,225.939,
8,3732,6.367,221.232,
9,4265,4.841,220.584,
10,4798,4.620,218.604,
11,5347,6.189,221.838,
12,5903,5.337,226.850,
13,6435,5.899,222.716,
14,6969,6.290,223.553,
15,7500,7.108,223.437,
16,8032,5.868,227.236,
17,8563,6.247,229.215,
18,9097,5.799,228.592,
19,9627,6.523,226.550,
20,10160,5.982,222.289,
21,10691,6.247,225.571,
22,11226,5.760,224.189,
23,11757,6.403,216.042,
24,12292,5.666,225.940,
25,12823,5.922,224.146,
26,13358,5.666,227.960,
27,13889,7.007,228.564,
28,14424,6.137,230.144,
29,14954,5.822,227.978,
30,15487,7.888,226.316,
31,16024,6.130,218.693,
32,16557,6.296,224.951,
33,17088,6.005,228.972,
34,17620,6.403,227.954,
35,18152,5.585,228.049,
36,18685,5.586,222.455,
37,19218,6.445,229.638,
38,19751,5.776,231.543,
39,20283,5.899,230.554,
40,20816,5.256,229.132,
41,21349,7.357,228.621,
42,21882,6.253,230.831,
43,22415,6.597,234.795,
44,22948,6.064,238.724,
45,23481,6.637,233.218,
46,24014,6.946,176.690,
47,24547,5.982,139.195,
48,25081,5.791,135.011,
49,25616,5.960,137.523,
50,26147,5.307,135.178,
muestra,t,M 5A,DUT 30A,
2,537,7.108,135.758,
3,1071,6.347,152.447,
4,1601,6.705,228.706,
5,2135,7.159,228.960,
6,2665,6.050,231.060,
7,3199,5.768,226.730,
8,3728,5.471,227.308,
9,4261,5.642,225.700,
10,4793,5.982,222.362,
11,5327,6.203,222.755,
12,5858,6.745,217.981,
13,6392,6.556,227.485,
14,6923,6.086,231.673,
15,7456,6.057,225.341,
16,7988,6.145,227.215,
17,8522,6.137,232.169,
18,9054,6.247,222.056,
19,9587,6.042,230.777,
20,10119,5.814,223.582,
21,10652,6.261,226.901,
22,11190,5.937,225.929,
23,11721,6.042,219.653,
24,12254,6.833,224.853,
25,12785,7.146,230.664,
26,13318,6.247,225.513,
27,13849,6.312,229.312,
28,14383,6.012,225.226,
29,14913,6.020,232.572,
30,15447,5.799,224.247,
31,15978,6.542,225.183,
32,16512,6.569,224.189,
33,17042,6.938,223.521,
34,17576,5.814,227.883,
35,18107,6.569,231.994,
36,18640,6.275,227.642,
37,19172,6.501,226.915,
38,19705,6.072,230.945,
39,20237,6.718,230.735,
40,20854,6.903,227.400,
41,21414,6.275,231.071,
42,21947,6.124,228.447,
43,22478,5.323,225.253,
44,23011,7.028,227.379,
45,23543,5.489,232.086,
46,24076,5.791,199.364,
47,24609,5.682,139.550,
48,25142,6.439,137.947,
49,25673,6.174,136.542,
50,26205,5.960,137.806,
muestra,t,M 5A,DUT 30A,
2,540,6.467,136.433,
3,1070,6.232,146.425,
4,1604,6.445,215.232,
5,2135,5.736,212.706,
6,2668,6.383,214.240,
7,3198,5.845,215.877,
8,3732,5.982,216.716,
9,4263,5.937,224.866,
10,4797,6.160,220.975,
11,5328,6.027,219.284,
12,5866,6.347,220.594,
13,6398,5.937,225.771,
14,6931,6.824,226.716,
15,7462,6.938,219.891,
16,7995,5.997,226.544,
17,8526,5.520,222.707,
18,9058,6.145,225.556,
19,9591,6.994,221.604,
20,10124,5.457,223.439,
21,10657,6.523,223.594,
22,11189,6.514,219.623,
23,11722,5.922,222.944,
24,12255,6.152,226.639,
25,12787,6.369,222.167,
26,13320,5.313,228.167,
27,13852,6.964,228.291,
28,14382,6.727,227.136,
29,14916,5.799,226.830,
30,15447,6.610,221.004,
31,15980,6.247,229.045,
32,16515,6.780,223.971,
33,17049,6.798,221.838,
34,17580,5.000,222.726,
35,18112,6.397,231.270,
36,18643,5.736,228.536,
37,19177,6.375,228.918,
38,19708,6.528,229.229,
39,20241,6.820,227.065,
40,20771,6.537,228.745,
41,21306,5.330,224.333,
42,21835,6.312,227.308,
43,22369,5.626,225.642,
44,22900,5.967,222.450,
45,23434,6.275,226.544,
46,23966,6.487,228.266,
47,24499,6.247,226.087,
48,25031,6.189,139.752,
49,25564,7.420,138.761,
50,26096,5.397,140.215,
51,26647,6.218,137.887,
muestra,t,M 5A,DUT 30A,
2,538,6.189,136.637,
3,1070,6.705,147.219,
4,1602,5.626,222.202,
5,2135,5.721,225.542,
6,2666,6.072,230.959,
7,3199,5.245,227.855,
8,3731,6.610,222.144,
9,4263,7.045,225.154,
10,4795,5.480,217.014,
11,5327,6.403,226.873,
12,5859,5.982,221.896,
13,6391,6.651,225.886,
14,6924,6.487,219.181,
15,7456,6.247,223.335,
16,7989,6.732,224.737,
17,8556,6.174,228.096,
18,9088,5.689,223.074,
19,9619,5.899,223.362,
20,10153,6.108,227.208,
21,10708,5.745,224.045,
22,11239,5.256,215.166,
23,11771,5.187,222.527,
24,12303,5.814,224.247,
25,12835,5.868,224.161,
26,13369,6.012,228.153,
27,13900,5.307,227.563,
28,14434,5.245,223.393,
29,14966,5.457,222.658,
30,15500,5.845,217.401,
31,16032,5.135,218.220,
32,16566,7.045,218.782,
33,17097,5.760,226.724,
34,17631,6.189,228.210,
35,18163,6.195,224.822,
36,18696,5.705,219.991,
37,19227,5.228,222.129,
38,19760,5.176,218.352,
39,20291,6.332,219.402,
40,20824,5.626,224.751,
41,21361,5.340,216.079,
42,21893,5.496,225.255,
43,22425,5.397,227.428,
44,22957,5.705,221.414,
45,23489,5.658,223.668,
46,24021,5.431,226.787,
47,24553,5.967,162.518,
48,25085,6.247,136.353,
49,25617,6.086,134.223,
50,26151,5.554,135.226,
51,26684,5.390,134.051,
muestra,t,M 5A,DUT 30A,
2,540,5.658,134.416,
3,1071,5.529,150.287,
4,1603,6.160,216.924,
5,2134,5.381,222.173,
6,2668,5.929,217.479,
7,3199,4.567,221.048,
8,3732,5.489,223.887,
9,4274,5.705,222.377,
10,4817,6.916,218.323,
11,5349,5.959,216.884,
12,5882,5.689,223.784,
13,6414,5.170,228.370,
14,6948,5.967,223.755,
15,7479,6.064,224.045,
16,8013,5.768,221.692,
17,8543,5.545,224.001,
18,9077,6.232,226.115,
19,9607,5.673,221.648,
20,10141,5.464,218.115,
21,10672,5.296,215.907,
22,11206,5.783,225.585,
23,11738,6.064,228.002,
24,12271,5.397,225.398,
25,12802,5.673,218.130,
26,13337,5.307,230.242,
27,13868,5.845,221.092,
28,14403,6.064,220.150,
29,14933,6.101,220.887,
30,15470,6.326,221.992,
31,16002,6.101,220.873,
32,16535,5.522,226.767,
33,17066,5.354,229.976,
34,17600,6.034,228.271,
35,18132,6.304,225.384,
36,18664,5.705,227.300,
37,19196,5.124,222.362,
38,19729,5.760,218.634,
39,20262,5.689,216.835,
40,20793,6.403,223.379,
41,21326,5.017,228.040,
42,21859,5.776,225.882,
43,22426,5.736,222.537,
44,22957,5.997,226.029,
45,23491,5.791,226.582,
46,24022,5.228,183.949,
47,24557,5.914,141.685,
48,25088,5.414,136.566,
49,25622,5.682,138.365,
50,26158,5.952,137.723,
muestra,t,M 5A,DUT 30A,
2,540,5.180,134.144,
3,1073,6.218,144.691,
4,1604,5.853,218.501,
5,2138,6.027,221.268,
6,2668,6.116,219.550,
7,3202,5.689,218.693,
8,3732,6.261,218.248,
9,4265,5.922,223.697,
10,4796,5.626,226.287,
11,5329,5.799,220.094,
12,5860,5.480,231.211,
13,6393,5.071,224.809,
14,6924,5.594,239.828,
15,7456,6.174,221.998,
16,7988,5.176,218.397,
17,8522,6.210,222.948,
18,9053,6.890,218.189,
19,9587,5.618,222.309,
20,10118,6.459,218.900,
21,10670,6.130,219.063,
22,11202,5.658,218.648,
23,11734,5.159,223.277,
24,12266,7.283,225.125,
25,12798,5.496,222.987,
26,13330,6.218,221.794,
27,13862,5.141,225.843,
28,14394,5.642,222.958,
29,14928,5.440,219.812,
30,15460,7.526,221.560,
31,15993,5.064,222.600,
32,16525,6.732,228.635,
33,17059,5.989,223.930,
34,17590,6.691,223.089,
35,18123,5.760,225.925,
